billId,bar,drinker,date,time
8099,"Townhouse of New York","Shayne Kent",4/10/2018,22:58:00
81,"The Ginger Man","Anibal Novak",9/14/2017,23:58:00
810,"Clover Club","Kendrick Booth",2/18/2017,21:58:00
8100,Donna,"Shayne Kent",6/28/2017,21:58:00
8101,"Bemelmans Bar","Shayne Kent",8/27/2017,23:58:00
8102,"The NoMad Bar","Shayne Nolan",1/23/2017,21:58:00
8103,"Donovan's Pub","Shayne Nolan",5/7/2018,23:58:00
8104,"Jimmy's corner","Shayne Nolan",6/11/2017,22:58:00
8105,Bua,"Shayne Nolan",9/14/2018,24:58:00
8106,"The Central Bar","Shayne Nolan",10/13/2018,22:58:00
8107,"Bronx Alehouse","Shayne Tate",6/17/2017,24:58:00
8108,"Pouring Ribbons","Shayne Tate",3/22/2017,23:58:00
8109,"Dive Bar","Shayne Tate",5/24/2018,24:58:00
811,Killmeyer's,"Kendrick Booth",1/21/2018,23:58:00
8110,"Employees Only","Shayne Vaughan",1/30/2018,24:58:00
8111,"Blind Tiger Ale House","Shayne Vaughan",3/27/2017,24:58:00
8112,"Rose Bar","Shayne Vaughan",11/11/2017,23:58:00
8113,Torst,"Sheena Foster",6/19/2017,24:58:00
8114,"The Pony Bar","Sheena Foster",6/18/2018,23:58:00
8115,"The Iron Horse Nyc","Sheena Foster",5/21/2017,21:58:00
8116,"Phoenix Bar","Sheena Foster",2/19/2018,24:58:00
8117,"The Summit Bar","Sheena Olsen",7/9/2017,22:58:00
8118,"KGB Bar","Bella Woodard",7/12/2018,23:58:00
8119,Rudy's,"Sheena Olsen",8/4/2018,24:58:00
812,"Blue Bar","Kendrick Booth",3/1/2017,22:58:00
8120,"The Long Island Bar","Sheena Olsen",10/26/2017,22:58:00
8121,Rudy's,"Sheena Olsen",2/24/2017,21:58:00
8122,Nowhere,"Sheena Olsen",4/17/2017,24:58:00
8123,"Spring Lounge","Sheena Simmons",1/18/2018,24:58:00
8124,"Townhouse of New York","Sheena Simmons",5/6/2018,21:58:00
8125,"Lee's Tavern","Sheena Simmons",8/2/2018,24:58:00
8126,"Slowly Shirley","Sheila Gillespie",5/6/2018,22:58:00
8127,"Copper & Oak","Sheila Gillespie",9/1/2017,24:58:00
8128,Julius',"Sheila Gillespie",4/4/2018,23:58:00
8129,"Lee's Tavern","Bella-Rose Coles",10/5/2017,24:58:00
813,Apotheke,"Kendrick Stevenson",4/18/2018,22:58:00
8130,"Jimmy's corner","Sheila Mcintyre",8/27/2017,22:58:00
8131,"The 13th Step","Sheila Mcintyre",9/25/2017,22:58:00
8132,"Broken Shaker","Shelby Burnett",1/14/2017,21:58:00
8133,"Broken Shaker","Shelby Burnett",5/14/2018,24:58:00
8134,"Rose Bar","Shelby Burnett",3/21/2017,22:58:00
8135,Torst,"Shelby Gross",4/17/2017,24:58:00
8136,"Amor y Amargo","Shelby Gross",10/20/2017,23:58:00
8137,"Bronx Alehouse","Shelby Hampton",4/15/2017,22:58:00
8138,"e's Bar","Shelby Hampton",2/10/2018,23:58:00
8139,"Zinc Bar","Shelby Hampton",8/11/2017,23:58:00
814,Dante,"Kendrick Stevenson",7/13/2018,23:58:00
8140,Donna,"Adrienne Morales",6/2/2018,23:58:00
8141,7B,"Bella-Rose Coles",11/1/2017,23:58:00
8142,"ABC Beer Co.","Shelby Hampton",1/11/2018,22:58:00
8144,"Connolly's Bar","Shelby Tyler",1/22/2017,22:58:00
8146,"Aldo Sohm Wine Bar","Shelby Tyler",8/4/2017,23:58:00
8147,"KGB Bar","Shelby Tyler",6/10/2017,21:58:00
8148,"Lee's Tavern","Shelby Waller",2/25/2017,24:58:00
8149,Donna,"Shelby Waller",1/28/2018,22:58:00
815,"Please Don't Tell","Keneth Barrera",5/22/2018,23:58:00
8150,"The Wayland","Shelby Waller",8/12/2018,23:58:00
8151,Mona's,"Sheldon Cairns",4/18/2017,23:58:00
8153,"Aldo Sohm Wine Bar","Sheldon Cairns",3/27/2017,22:58:00
8155,Mayahuel,"Sheldon Cairns",10/17/2018,21:58:00
8156,"Clover Club","Sheldon Cairns",5/29/2017,23:58:00
8157,Mayahuel,"Sheldon Cairns",7/10/2017,24:58:00
8158,"Old Town Bar","Sheldon Haney",7/9/2018,21:58:00
8159,"Pegu Club","Sheldon Haney",9/11/2018,23:58:00
816,"Ghost Donkey","Keneth Barrera",10/29/2018,22:58:00
8160,"Townhouse of New York","Sheldon Haney",7/23/2018,22:58:00
8161,"The Iron Horse Nyc","Sheldon Herring",10/29/2018,21:58:00
8162,"Dutch Kills","Sheldon Herring",1/14/2017,21:58:00
8163,"Angel's Share","Belle Davis",3/18/2017,24:58:00
8164,"Bohemian Hall & Beer Garden","Sheldon Herring",9/11/2018,23:58:00
8165,"Dutch Kills","Sheldon Herring",3/25/2018,23:58:00
8166,Mona's,"Sheldon Mcdonald",4/13/2017,22:58:00
8167,"The Wayland","Sheldon Mcdonald",11/1/2017,24:58:00
8168,"Lee's Tavern","Sheldon Mcdonald",7/28/2018,21:58:00
8169,Mona's,"Sheldon Mcdonald",1/6/2017,24:58:00
817,"The Pool Lounge","Keneth Hess",10/8/2018,22:58:00
8170,7B,"Sheldon Mcdonald",11/6/2017,23:58:00
8171,Mona's,"Sheldon Swanson",7/12/2018,21:58:00
8172,Mona's,"Sheldon Swanson",8/8/2018,22:58:00
8173,Donna,"Shelia Le",1/24/2018,22:58:00
8174,LENA,"Belle Davis",9/29/2017,22:58:00
8175,Donna,"Shelia Le",8/15/2018,21:58:00
8176,Mace,"Shelia Mclean",4/19/2017,24:58:00
8177,"The Honeywell","Shelia Mclean",6/23/2018,21:58:00
8178,"Bar Nine","Shelia Reilly",10/24/2018,21:58:00
8179,Dante,"Shelia Reilly",5/7/2018,21:58:00
818,"Please Don't Tell","Keneth Hess",4/4/2017,21:58:00
8180,Subject,"Shelia Reilly",3/28/2018,23:58:00
8181,"The Counting Room","Shelia Reilly",5/15/2017,22:58:00
8182,"Raines Law Room","Shelia Stevenson",7/29/2017,24:58:00
8183,Mona's,"Shelia Stevenson",7/8/2018,24:58:00
8184,Killmeyer's,"Shelia Stevenson",5/24/2017,23:58:00
8185,Mayahuel,"Ben Kim",6/1/2017,24:58:00
8186,PDT,"Shelia Stevenson",6/10/2018,23:58:00
8187,PDT,"Shelia Stevenson",9/20/2018,21:58:00
8188,"Lee's Tavern","Shelia Stevenson",8/2/2018,24:58:00
8189,"Employees Only","Shelley Cherry",8/2/2018,21:58:00
819,"The Wayland","Annie Walker",5/8/2017,21:58:00
8190,"Slowly Shirley","Shelley Cherry",7/18/2017,23:58:00
8191,"Sugar East","Shelley Lara",6/25/2017,21:58:00
8192,"The 13th Step","Shelley Lara",8/4/2018,21:58:00
8193,Primo's,"Shelley Lara",8/29/2018,22:58:00
8194,"The Long Island Bar","Shelley Lara",4/10/2018,23:58:00
8195,"Beauty Bar","Shelley Lara",10/10/2018,23:58:00
8196,PDT,"Ben Kim",3/7/2017,23:58:00
8197,"Jimmy's corner","Shelley Lara",3/24/2017,22:58:00
8198,"Grand Banks","Shelly Dudley",1/24/2018,21:58:00
8199,"Death & Company","Shelly Dudley",11/29/2018,21:58:00
82,Subject,"Josh Harrell",5/24/2017,23:58:00
820,"Pouring Ribbons","Keneth Hess",10/13/2017,21:58:00
8200,"Ear Inn","Shelly Dudley",5/3/2017,22:58:00
8201,"KGB Bar","Shelly Fitzgerald",11/11/2018,23:58:00
8202,"KGB Bar","Shelly Fitzgerald",5/24/2017,22:58:00
8203,"Pegu Club","Shelly Fitzgerald",9/9/2018,21:58:00
8205,"KGB Bar","Shelly Fitzgerald",3/5/2018,23:58:00
8206,Apotheke,"Shelly Good",9/25/2018,24:58:00
8207,"Dear Irving","Ben Kim",11/3/2018,22:58:00
8208,"Bar Nine","Shelly Good",1/28/2017,24:58:00
8209,Mace,"Shelly Good",2/10/2018,21:58:00
821,"The Aviary NYC","Keneth Hess",1/11/2018,23:58:00
8210,"Employees Only","Shelly Good",7/11/2018,22:58:00
8211,"Employees Only","Shelton Arias",8/11/2017,24:58:00
8212,Nitecap,"Shelton Arias",1/10/2018,23:58:00
8213,"Rose Bar","Shelton Arias",6/10/2018,21:58:00
8214,"The Counting Room","Shelton Arias",8/20/2018,22:58:00
8215,"Keats Bar","Shelton Vega",7/25/2018,21:58:00
8216,"Broken Shaker","Shelton Vega",10/20/2018,23:58:00
8217,Leyenda,"Shelton Vega",9/3/2018,24:58:00
8218,Killmeyer's,"Ben Kim",4/24/2018,24:58:00
8219,"Dive Bar","Sheree Gonzalez",4/18/2017,23:58:00
822,"Bronx Alehouse","Keneth Hess",4/6/2017,21:58:00
8220,"The Iron Horse Nyc","Sheree Gonzalez",9/9/2018,23:58:00
8221,"Dive Bar","Sheree Gonzalez",1/14/2018,24:58:00
8222,"Please Don't Tell","Sheree Gonzalez",9/9/2018,24:58:00
8223,Apotheke,"Sheree Little",3/8/2018,22:58:00
8224,"Slowly Shirley","Sheree Little",5/2/2017,22:58:00
8225,7B,"Sheri Bradley",6/26/2018,24:58:00
8226,Killmeyer's,"Sheri Bradley",5/3/2017,23:58:00
8227,Donna,"Sheri Bradley",9/2/2017,22:58:00
8228,Dante,"Sheri Daniels",4/19/2017,23:58:00
8229,PDT,"Ben Kim",2/13/2017,21:58:00
823,"Bronx Alehouse","Keneth Hess",5/9/2017,23:58:00
8230,"Bar Goto","Sheri Daniels",4/11/2018,23:58:00
8231,"Tonic Bar","Sherman Petersen",7/15/2017,22:58:00
8232,"Little Branch","Sherman Petersen",11/22/2017,23:58:00
8233,"Pegu Club","Sherman Stanton",5/20/2018,21:58:00
8234,"Dear Irving","Sherman Stanton",3/12/2018,21:58:00
8235,"Townhouse of New York","Sherman Stanton",10/10/2017,21:58:00
8237,Donna,"Sherri Bass",1/2/2018,22:58:00
8238,Barcade,"Sherri Bass",1/19/2018,21:58:00
8239,"Clover Club","Sherri Bass",10/9/2017,24:58:00
824,Nitecap,"Keneth Newman",2/3/2018,24:58:00
8240,"Pegu Club","Benedict Berry",10/17/2018,24:58:00
8241,Killmeyer's,"Sherri Bass",3/13/2017,21:58:00
8242,"Lee's Tavern","Sherri Bass",10/18/2017,23:58:00
8243,"Orange Street","Sherri Carr",3/11/2018,24:58:00
8244,"The Counting Room","Sherri Carr",10/18/2018,23:58:00
8245,"Keats Bar","Sherri Carr",11/23/2017,24:58:00
8246,Nitecap,"Sherri Carr",2/6/2018,23:58:00
8247,"Spring Lounge","Sherri Pollard",11/18/2018,24:58:00
8248,"Dear Irving","Sherri Pollard",1/13/2018,22:58:00
8249,"Townhouse of New York","Sherri Pollard",10/29/2017,24:58:00
825,"Bar Goto","Keneth Newman",1/21/2018,24:58:00
8250,"Raines Law Room","Adrienne Morales",10/26/2018,24:58:00
8251,Barcade,"Benedict Berry",7/25/2018,23:58:00
8252,Barcade,"Sherri Pollard",11/12/2017,24:58:00
8253,"Connolly's Bar","Sherri Pollard",10/4/2018,23:58:00
8254,"Please Don't Tell","Sherrie Byrd",6/8/2017,22:58:00
8255,"Pouring Ribbons","Sherrie Byrd",7/18/2017,21:58:00
8256,LENA,"Sherrie Byrd",7/30/2017,22:58:00
8257,LENA,"Sherrie Byrd",3/14/2018,24:58:00
8258,"Pouring Ribbons","Sherrie Byrd",2/6/2017,22:58:00
8259,Torst,"Sherrie Byrd",1/18/2018,22:58:00
826,"Broken Shaker","Keneth Newman",10/21/2018,24:58:00
8260,"Dear Irving","Sherrie Pineda",11/26/2017,22:58:00
8261,"Dear Irving","Sherrie Pineda",5/14/2017,21:58:00
8262,"Raines Law Room","Benedict Berry",7/26/2017,24:58:00
8263,"Old Town Bar","Sherrie Pineda",7/21/2017,22:58:00
8264,"Old Town Bar","Sherrie Pineda",2/22/2018,24:58:00
8265,"Bemelmans Bar","Sherrie Thomas",9/16/2018,21:58:00
8266,"Clover Club","Sherrie Thomas",4/13/2018,23:58:00
8267,"Dear Irving","Sherrie Thomas",7/23/2018,23:58:00
8268,"Pegu Club","Sherrie Thomas",1/16/2018,21:58:00
8269,"Clover Club","Sherrie Thomas",8/27/2017,24:58:00
827,"Little Branch","Keneth Newman",1/28/2018,21:58:00
8270,"Raines Law Room","Sherry Arroyo",7/22/2017,21:58:00
8271,Mona's,"Sherry Arroyo",3/27/2018,22:58:00
8272,Donna,"Sherry Deleon",5/23/2017,22:58:00
8274,"Connolly's Bar","Sherry Deleon",5/20/2018,21:58:00
8275,"Little Branch","Sherry Lewis",2/22/2018,23:58:00
8276,"Bar Sixtyfive","Sherry Lewis",8/10/2017,24:58:00
8277,Leyenda,"Sherry Lewis",3/15/2018,23:58:00
8278,Julius',"Sherry Lewis",6/10/2018,22:58:00
8279,Boxer,"Sherry Lewis",10/23/2017,24:58:00
828,Apotheke,"Keneth Newman",6/21/2017,24:58:00
8280,Nitecap,"Sherry Lewis",10/12/2017,24:58:00
8281,"Orange Street","Sherry Mathews",3/17/2017,23:58:00
8282,"Slowly Shirley","Sherry Mathews",5/9/2017,23:58:00
8283,"The Honeywell","Sherry Mathews",2/7/2018,23:58:00
8284,Mayahuel,"Benedict Berry",6/27/2017,22:58:00
8285,Dante,"Sherry Mathews",9/19/2018,24:58:00
8286,Mona's,"Sherry Miles",9/10/2018,24:58:00
8287,Killmeyer's,"Sherry Miles",4/29/2018,22:58:00
8288,Barcade,"Sherry Miles",9/28/2018,24:58:00
8289,"Blue Bar","Sherry Miles",2/24/2017,23:58:00
829,"Angel's Share","Keneth Shepherd",8/7/2017,23:58:00
8290,"Aldo Sohm Wine Bar","Sherry Miles",8/13/2017,22:58:00
8291,"Blue Bar","Sherry Miles",6/2/2018,21:58:00
8292,"Pegu Club","Sherwood Kaiser",1/10/2017,23:58:00
8293,"Raines Law Room","Sherwood Kaiser",6/9/2018,23:58:00
8294,"Bar Sixtyfive","Sherwood Willis",8/5/2017,23:58:00
8295,"Lee's Tavern","Benedict Fitzpatrick",2/11/2017,23:58:00
8296,"The Counting Room","Sherwood Willis",10/4/2018,23:58:00
8297,"Blue Bar","Sheryl Andrews",2/14/2018,22:58:00
8298,"Dear Irving","Sheryl Andrews",2/21/2018,24:58:00
8299,"Aldo Sohm Wine Bar","Sheryl Greene",11/20/2018,24:58:00
83,"The Honeywell","Josh Harrell",5/10/2018,23:58:00
830,"Bemelmans Bar","Annmarie Beck",3/9/2018,22:58:00
8300,"Aldo Sohm Wine Bar","Sheryl Greene",10/7/2017,21:58:00
8301,"KGB Bar","Sheryl Greene",2/18/2017,21:58:00
8302,"Dutch Kills","Shirley Ross",9/2/2017,21:58:00
8303,"Amor y Amargo","Shirley Ross",10/9/2017,23:58:00
8304,PDT,"Shoaib Mcneil",3/2/2018,21:58:00
8305,Mayahuel,"Shoaib Mcneil",8/8/2018,23:58:00
8306,"Aldo Sohm Wine Bar","Shoaib Mcneil",6/17/2017,24:58:00
8307,Mayahuel,"Shoaib Mcneil",4/27/2018,22:58:00
8308,PDT,"Shoaib Mcneil",1/11/2018,21:58:00
8309,Torst,"Shon Bauer",8/26/2018,22:58:00
831,"The Dead Rabbit","Keneth Shepherd",11/5/2017,22:58:00
8310,"Until Tomorrow","Shon Bauer",8/19/2018,22:58:00
8311,"Clockwork Bar","Shon Burgess",2/16/2017,22:58:00
8312,Primo's,"Shon Burgess",11/23/2017,23:58:00
8313,"Holiday Cocktail Lounge","Shon Burgess",5/17/2018,21:58:00
8314,"Alewife Queens","Shon Burgess",8/24/2018,22:58:00
8315,d.b.a.,"Shon Burgess",9/21/2017,23:58:00
8316,"KGB Bar","Benedict Fitzpatrick",11/24/2018,22:58:00
8317,"The Long Island Bar","Shon Marks",9/9/2018,22:58:00
8318,"The Ship","Shon Marks",1/12/2018,23:58:00
8319,"Rainbow Room","Shon Marks",6/4/2017,24:58:00
832,"Phoenix Bar","Keneth Shepherd",10/27/2017,23:58:00
8320,"Clockwork Bar","Shon Marks",7/29/2017,23:58:00
8321,Attaboy,"Shon Marks",7/27/2018,23:58:00
8323,7B,"Shon Stein",6/7/2018,24:58:00
8324,"Dear Irving","Shon Stein",6/10/2018,23:58:00
8325,Mona's,"Shon Stein",5/4/2018,22:58:00
8326,Mona's,"Shon Stein",6/1/2018,23:58:00
8327,"Little Branch","Benedict Peters",7/23/2018,22:58:00
8328,Barcade,"Shon Stein",2/20/2018,23:58:00
8329,"Old Town Bar","Sid Cowan",7/30/2018,22:58:00
833,"Dive Bar","Keneth Shepherd",4/7/2017,23:58:00
8330,"The Wayland","Sid Cowan",10/14/2017,22:58:00
8331,"Raines Law Room","Sid Cowan",11/8/2018,24:58:00
8332,"Bemelmans Bar","Sid Cowan",11/29/2017,23:58:00
8333,Mona's,"Sid Rosario",3/2/2018,24:58:00
8334,"Clover Club","Sid Rosario",3/11/2017,22:58:00
8335,"Old Town Bar","Sid Rosario",5/1/2018,22:58:00
8336,"Townhouse of New York","Sid Rosario",4/25/2018,21:58:00
8337,"Connolly's Bar","Sid Rosario",6/25/2018,22:58:00
8338,"Bar Nine","Benedict Peters",7/5/2018,21:58:00
8339,"The Wayland","Sid Wade",9/23/2018,21:58:00
834,"Zinc Bar","Keneth Shepherd",3/18/2018,23:58:00
8340,"Connolly's Bar","Sid Wade",9/22/2017,22:58:00
8341,Killmeyer's,"Sid Wade",5/29/2018,21:58:00
8342,"Lee's Tavern","Sid Wade",6/18/2018,23:58:00
8343,Donna,"Sid Wade",9/23/2017,22:58:00
8344,"Blue Bar","Sidney Morrison",8/20/2018,23:58:00
8345,"Bemelmans Bar","Sidney Morrison",7/6/2017,23:58:00
8347,"Alewife Queens","Sidney Zamora",10/1/2018,22:58:00
8348,"The Counting Room","Benedict Peters",5/5/2017,21:58:00
8349,"The Up & Up","Silas Stephenson",10/9/2017,21:58:00
835,"Pouring Ribbons","Keneth Shepherd",2/5/2018,24:58:00
8350,"The Up & Up","Silas Stephenson",9/22/2017,24:58:00
8351,Julius',"Silas Stephenson",6/16/2017,23:58:00
8352,Nitecap,"Silas Stephenson",6/20/2017,21:58:00
8353,"Employees Only","Silas Stephenson",7/30/2017,24:58:00
8354,Mace,"Silas Stephenson",8/23/2018,24:58:00
8355,"Spring Lounge","Silvia Robertson",1/23/2018,21:58:00
8356,"Connolly's Bar","Silvia Robertson",4/13/2018,21:58:00
8357,"Aldo Sohm Wine Bar","Silvia Robertson",9/23/2018,23:58:00
8358,"Townhouse of New York","Silvia Robertson",6/15/2017,24:58:00
8359,Mayahuel,"Adrienne Morales",2/16/2017,21:58:00
8360,"Gallow Green","Benedict Peters",3/1/2018,21:58:00
8362,"The Central Bar","Silvia Werner",8/1/2018,24:58:00
8363,Primo's,"Silvia Werner",8/16/2017,21:58:00
8365,Attaboy,"Silvia Werner",8/9/2017,21:58:00
8366,"Holiday Cocktail Lounge","Silvia Werner",5/1/2017,24:58:00
8367,"Connolly's Bar","Simon Cummings",11/18/2017,24:58:00
8368,Mayahuel,"Simon Cummings",10/23/2018,21:58:00
8369,"Aldo Sohm Wine Bar","Simon Cummings",4/16/2018,24:58:00
837,"Spring Lounge","Kenneth Delgado",4/21/2018,24:58:00
8370,Mayahuel,"Simon Cummings",11/13/2017,24:58:00
8371,Apotheke,"Benedict Rojas",3/8/2017,24:58:00
8372,"Raines Law Room","Simon Cummings",6/1/2017,21:58:00
8373,"Ghost Donkey","Simone Montes",2/14/2018,21:58:00
8374,"Dive Bar","Simone Montes",8/3/2017,21:58:00
8375,"the Campbell","Simone Montes",7/30/2017,22:58:00
8376,"the Campbell","Simone Montes",2/1/2018,23:58:00
8377,"ABC Beer Co.","Simone Montes",10/27/2018,22:58:00
8378,"Ghost Donkey","Simone Montes",10/30/2017,21:58:00
8379,"Aldo Sohm Wine Bar","Simone Wiggins",9/8/2018,21:58:00
838,"Raines Law Room","Kenneth Delgado",6/23/2018,22:58:00
8380,"Blue Bar","Simone Wiggins",8/14/2018,21:58:00
8381,Mona's,"Simone Wiggins",4/15/2017,21:58:00
8382,"The Counting Room","Benedict Rojas",5/20/2018,21:58:00
8383,Killmeyer's,"Simone Wiggins",10/22/2017,22:58:00
8384,Donna,"Simone Wiggins",10/10/2018,24:58:00
8385,"The Wayland","Simone Wiggins",9/14/2017,23:58:00
8386,"Blue Bar","Simone Wright",10/21/2017,24:58:00
8387,"Townhouse of New York","Simone Wright",6/28/2017,23:58:00
8388,Mayahuel,"Simone Wright",7/23/2018,23:58:00
8389,"Orange Street","Socorro Hayes",6/22/2017,21:58:00
839,"the Campbell","Kennith Alexander",1/23/2018,24:58:00
8390,"Broken Shaker","Socorro Hayes",10/29/2017,23:58:00
8391,"Broken Shaker","Socorro Hendricks",4/23/2018,21:58:00
8392,"Keats Bar","Socorro Hendricks",8/2/2018,23:58:00
8393,Mace,"Benedict Rojas",11/28/2018,23:58:00
8394,"The Up & Up","Socorro Hendricks",1/24/2017,22:58:00
8395,"The Up & Up","Socorro Hendricks",9/7/2018,23:58:00
8396,Apotheke,"Socorro Hendricks",8/1/2018,22:58:00
8397,Barcade,"Socorro Oliver",2/26/2017,22:58:00
8398,"Aldo Sohm Wine Bar","Socorro Oliver",7/26/2018,21:58:00
8399,"Broken Shaker","Sofia Bain",6/11/2018,24:58:00
84,"Bar Nine","Josh Harrell",5/30/2018,23:58:00
840,"King Cole Bar","Kennith Alexander",8/15/2018,21:58:00
8400,"Tonic Bar","Sofia Bain",6/2/2018,22:58:00
8401,Leyenda,"Sofia Bain",10/18/2017,23:58:00
8402,"Employees Only","Sofia Bain",10/20/2018,21:58:00
8403,"Bar Goto","Sofia Bain",8/27/2017,22:58:00
8404,"Amor y Amargo","Benedict Rosario",5/27/2018,24:58:00
8405,"Keats Bar","Sofia Bain",9/5/2018,21:58:00
8406,"Clover Club","Sofia Butler",11/9/2018,21:58:00
8407,"Spring Lounge","Sofia Butler",5/27/2017,21:58:00
8408,"Aldo Sohm Wine Bar","Sofia Vasquez",6/6/2017,24:58:00
8409,"Raines Law Room","Sofia Vasquez",7/2/2018,22:58:00
841,Mayahuel,"Annmarie Beck",4/21/2018,23:58:00
8411,"Connolly's Bar","Sofia Vasquez",3/17/2017,21:58:00
8413,"The Central Bar","Sohaib Franks",2/21/2017,21:58:00
8414,"Pouring Ribbons","Benedict Rosario",10/12/2017,24:58:00
8415,Primo's,"Sohaib Franks",10/25/2017,24:58:00
8416,Nowhere,"Sohaib Franks",8/7/2017,23:58:00
8417,"Pegu Club","Sol Goodman",1/13/2018,24:58:00
8418,7B,"Sol Goodman",5/9/2017,21:58:00
8419,Mayahuel,"Sol Goodman",4/8/2017,23:58:00
842,"Dive Bar","Kennith Alexander",7/25/2018,23:58:00
8420,PDT,"Sol Goodman",3/8/2017,22:58:00
8421,"Orange Street","Solomon Bradshaw",10/5/2017,22:58:00
8422,"Gallow Green","Solomon Bradshaw",4/7/2017,23:58:00
8423,"The Honeywell","Solomon Bradshaw",8/15/2017,23:58:00
8424,"Blind Tiger Ale House","Solomon Bradshaw",10/22/2017,24:58:00
8425,"The Ginger Man","Benita Chandler",1/8/2018,23:58:00
8426,"Pouring Ribbons","Solomon Tyler",7/14/2018,24:58:00
8427,"Dutch Kills","Solomon Tyler",6/15/2018,24:58:00
8428,"The 13th Step","Son Bowen",7/13/2017,21:58:00
8429,d.b.a.,"Son Bowen",8/5/2017,21:58:00
843,"The Pool Lounge","Kennith Alexander",11/13/2018,21:58:00
8430,d.b.a.,"Son Bowen",1/25/2018,22:58:00
8431,"The Long Island Bar","Son Bowen",9/14/2017,23:58:00
8432,"Clover Club","Son Tran",1/5/2018,23:58:00
8433,"Old Town Bar","Son Tran",1/3/2017,24:58:00
8435,"Townhouse of New York","Son Tran",3/13/2018,21:58:00
8436,d.b.a.,"Benita Chandler",2/20/2018,21:58:00
8438,Killmeyer's,"Sondra Bailey",5/22/2018,21:58:00
8439,"Clover Club","Sondra Bailey",7/27/2018,23:58:00
844,"Dutch Kills","Kennith Alexander",7/27/2018,24:58:00
8440,Mayahuel,"Sondra Bailey",5/27/2018,24:58:00
8441,"Pegu Club","Sondra Bailey",4/11/2017,23:58:00
8443,"Pegu Club","Sondra Cain",6/25/2018,22:58:00
8444,PDT,"Sondra Cain",6/15/2018,23:58:00
8445,"Spring Lounge","Sondra Cain",8/4/2018,22:58:00
8446,"Dear Irving","Sondra Cain",7/26/2018,24:58:00
8447,"The Ginger Man","Benita Chandler",5/4/2018,22:58:00
8448,7B,"Sondra Compton",6/26/2017,22:58:00
845,"Raines Law Room","Kennith Larson",10/21/2018,21:58:00
8450,"Spring Lounge","Sondra Compton",11/13/2018,21:58:00
8451,"Ear Inn","Sondra Gutierrez",3/27/2018,21:58:00
8452,"Bronx Alehouse","Sondra Gutierrez",11/23/2018,23:58:00
8453,"Bohemian Hall & Beer Garden","Sondra Gutierrez",8/30/2017,22:58:00
8454,"The Dead Rabbit","Sondra Gutierrez",11/18/2018,22:58:00
8455,"The Central Bar","Sondra Savage",11/17/2018,22:58:00
8456,d.b.a.,"Sondra Savage",3/10/2018,21:58:00
8457,"Dear Irving","Sondra Weiss",11/8/2018,21:58:00
8458,"Tonic Bar","Benita Fitzpatrick",3/15/2017,22:58:00
8459,PDT,"Sondra Weiss",1/6/2017,22:58:00
846,Mona's,"Kennith Larson",3/15/2018,22:58:00
8460,Mona's,"Sondra Weiss",1/5/2018,23:58:00
8461,Killmeyer's,"Sondra Weiss",7/26/2018,24:58:00
8462,"Clover Club","Sondra Weiss",4/18/2017,21:58:00
8463,Barcade,"Sondra Weiss",5/14/2017,23:58:00
8464,"The Wayland","Sonia Hatfield",7/11/2017,23:58:00
8465,7B,"Sonia Hatfield",9/1/2017,23:58:00
8466,"KGB Bar","Sonia Hatfield",2/7/2018,24:58:00
8467,"Bemelmans Bar","Sonia Hatfield",2/4/2018,22:58:00
8468,Barcade,"Adrienne Morales",5/25/2017,23:58:00
8469,"Blind Tiger Ale House","Benita Fitzpatrick",9/12/2018,21:58:00
847,Donna,"Kennith Larson",5/29/2018,24:58:00
8470,PDT,"Sonia Hatfield",5/28/2018,24:58:00
8471,Killmeyer's,"Sonia House",8/2/2017,23:58:00
8472,"Pegu Club","Sonia House",10/8/2017,22:58:00
8473,"Clover Club","Sonia House",2/4/2018,24:58:00
8474,"Spring Lounge","Sonia House",3/15/2018,22:58:00
8475,"Zinc Bar","Sonia Lindsey",2/19/2018,23:58:00
8476,"Lucy's a.k.a. Blanche's Tavern","Sonia Lindsey",2/19/2018,23:58:00
8477,"The Pony Bar","Sonia Lindsey",11/23/2017,22:58:00
8478,"Blue Bar","Sonia Warner",3/6/2017,21:58:00
8479,"Pegu Club","Sonia Warner",2/24/2017,24:58:00
848,"Blue Bar","Kennith Larson",10/26/2018,22:58:00
8480,"Bar Nine","Benita Fitzpatrick",1/17/2017,22:58:00
8481,"Connolly's Bar","Sonia Warner",10/25/2017,24:58:00
8482,Mayahuel,"Sonia Warner",7/30/2018,21:58:00
8483,"Townhouse of New York","Sonja Sims",11/8/2017,22:58:00
8484,"Lee's Tavern","Sonja Sims",4/16/2018,23:58:00
8485,7B,"Sonja Sims",8/24/2018,24:58:00
8486,Donna,"Sonja Sims",2/10/2017,22:58:00
8487,Barcade,"Sonja Sims",8/23/2018,21:58:00
8488,"Blue Bar","Sonja Sims",9/7/2018,21:58:00
8489,LENA,"Sonnie York",1/10/2018,22:58:00
8490,"Amor y Amargo","Sonnie York",10/12/2017,24:58:00
8491,"Employees Only","Benita Fitzpatrick",1/1/2017,23:58:00
8492,"Please Don't Tell","Sonnie York",4/29/2018,23:58:00
8493,"The Aviary NYC","Sonnie York",10/11/2018,23:58:00
8494,"Tonic Bar","Sonny Humphrey",7/12/2018,24:58:00
8495,Leyenda,"Sonny Humphrey",5/2/2018,21:58:00
8496,"Keats Bar","Sonny Humphrey",1/16/2018,24:58:00
